Model,Description,Harga_MD,Harga_IPP,Harga_SDP,Harga_ADP,Harga_DPP,Harga_MSRP,Harga_Non_DPP,Category,Sumber,Warranty,Brand
TMG021-3(anti-octagonal telescopic bag),"Anti-Collision pole handle, 2 M8*30 internal hexagon flat head screw (SUS304), 2 M8 Anti-loosening nut, Anti-Collision clamp sleeve, Upper shaft sleev",348435,348435,348435,348435,348435,536054,402040,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG001-3(4m round),4m round pole,2188485,2188485,2188485,2188485,2188485,3366900,2525175,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG001-3(6m round),6m round pole,2658285,2658285,2658285,2658285,2658285,4089669,3067252,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG011-3(round chuck),Round pole chuck,387585,387585,387585,387585,387585,596285,447213,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG021-3(round bag),"4 Anti-Collision shaft sleeve, 2 M10*85 internal hexagon cylindrical head screw (SUS304), 2 M10 Anti-loosening nut, 4 Φ10 Flat washer (SUS304)",105705,105705,105705,105705,105705,162623,121967,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG001-3(3m anti-round),3m anti-collision round pole,1914435,1914435,1914435,1914435,1914435,2945285,2208963,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG001-3(4m anti-round),4m anti-collision round pole,2188485,2188485,2188485,2188485,2188485,3366900,2525175,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG021-3(anti-round bag),"2 Anti-Collision shaft sleeve, 2 Anti-Collision shaft clamping sleeve, 4 M5*12 internal hexagon countersunk head screw (SUS304), 4 M5 Hexagon nut(SUS3",191835,191835,191835,191835,191835,295131,221348,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG000-3/TMG30X-A(φ5.0),Φ5.0 spring,152685,152685,152685,152685,152685,234900,176175,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG000-3/TMG30X-A(φ6.5),Φ6.5 spring,152685,152685,152685,152685,152685,234900,176175,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
Leftward DC motor of 30 barrier gate,Motor（left） for TMG300,4099005,4099005,4099005,4099005,4099005,6306162,4729621,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
Rightward DC motor of 30 barrier gate,Motor（right） for TMG300,4099005,4099005,4099005,4099005,4099005,6306162,4729621,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
TMG090-30(control box),control box for TMG300,1648215,1648215,1648215,1648215,1648215,2535715,1901787,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
DS-TMG012-4W,"Remote controller for barrier gate(without batteries),Battery specification 23A,12V",230985,230985,230985,230985,230985,355362,266521,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
Antenna of barrier gate,Antenna of barrier gate,348435,348435,348435,348435,348435,536054,402040,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
"IPS,A-200GD-24,AC176~264V,24V8.3A",Industrial switching power supply,3128085,3128085,3128085,3128085,3128085,4812438,3609329,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
"Circuit Breaker,NXB-63-C10-2P",Air break switch,191835,191835,191835,191835,191835,295131,221348,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
Housing of 30 barrier gate,Housing of TMG300,3073275,3073275,3073275,3073275,3073275,4728115,3546087,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
Housing door of 30 barrier gate,Door of the housing for TMG300,587250,587250,587250,587250,587250,903462,677596,30 Barrier Spare part,Hikvision 30 Barrier Spare part,2 Years Warranty,Hikvision
RG-LIC-EG-SDW-S-1Device-1Y,"Code S, SD-WAN license apply for EG100/200/300/400 Series, 1 device, 1 year.",577200,577200,577200,577200,577200,577200,577200,SD-WAN License,Ruijie Pricelist 23 July 2026,1 Year Warranty,Ruijie
RG-LIC-EG-SDW-M-1Device-1Y,"Code M, SD-WAN license apply for EG1510XS&EG710 Series, 1 device, 1 year.",1730490,1730490,1730490,1730490,1730490,1730490,1730490,SD-WAN License,Ruijie Pricelist 23 July 2026,1 Year Warranty,Ruijie
RG-EG105GW(T),"5-Port All-in-One Cloud Managed Router, Max. 4 x Gigabit WAN, AC1300 Dual Band",1334220,1334220,1283160,1283160,1283160,1878000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG105GW-X,"5-Port All-in-One Cloud Managed Router, Max. 4 x Gigabit WAN, AX3000 Dual Band",2292150,2292150,2204460,2204460,2204460,3196000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG105G-V3,"5-Port Gigabit Cloud Managed Router, Max. 2 x Gigabit WAN",1000110,1000110,961260,961260,961260,1408000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG209GS,"9-Port Gigabit Cloud Managed Router, Max. 4 x Gigabit WAN, 1 x SFP port",1444110,1444110,1388610,1388610,1388610,2035000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG310GH-E,"10-Port Gigabit Cloud Managed Router, Max. 4 x Gigabit WAN",3167940,3167940,3045840,3045840,3045840,4444000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG406XS,"6-Port Gigabit Cloud Managed Router, Max. 5 WAN, 5 * 2.5G ports, 1 * 10G SFP+ ports",3564210,3564210,3395490,3395490,3395490,4965000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG710XS,"10-Port Gigabit Cloud Managed Router, Max. 9 WAN, 4 * 2.5G ports, 2 * 10G SFP+ ports",5103780,5103780,4769670,4769670,4769670,6940000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG105G-P-V3,"5-Port Gigabit Cloud Managed Router, Max. 2 x Gigabit WAN, 4 PoE ports, budget 54W",1485180,1485180,1427460,1427460,1427460,2134000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG210G-P-V3,"10-Port Gigabit Cloud Managed Router, Max. 4 x Gigabit WAN, 8 PoE ports, budget 110W",2383170,2383170,2291040,2291040,2291040,3410000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG305GH-P-E,"10-Port Gigabit Cloud Managed Router, Max. 4 x Gigabit WAN, 4 PoE ports, budget 60W",2775000,2775000,2668440,2668440,2668440,3960000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG310GH-P-E,"10-Port Gigabit Cloud Managed Router, Max. 4 x Gigabit WAN, 8 PoE ports, budget 110W",3260070,3260070,3135750,3135750,3135750,4620000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-EG406XS-P,"6-Port Gigabit Cloud Managed Router, Max. 5 WAN, 4 PoE-out ports, budget 110W, 1 * 10G SFP+",3801750,3801750,3620820,3620820,3620820,5328000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP72,"BE3600 Dual band (2.4GHz&5GHz) access points, 2x2 MU-MIMO, Wi-Fi 7",2001330,2001330,1905870,1905870,1905870,2750000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP62,"AX1800 Dual band (2.4GHz&5GHz) access points, 2x2 MU-MIMO, Wi-Fi 6",1567320,1567320,1507380,1507380,1507380,2189000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP2260(G),"AX1800 Dual band (2.4GHz&5GHz) access points, 2x2 MU-MIMO, 2 Gigabit LAN",1666110,1666110,1602840,1602840,1602840,2365000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP2266,"AX3000 Dual band (2.4GHz&5GHz) access points, 2x2 MU-MIMO, 160MHz",2164500,2164500,2082360,2082360,2082360,3025000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP2260(E),"AX3200 Dual band (2.4GHz&5GHz) access points, 4x4 MU-MIMO, 2.5G Port",2520810,2520810,2424240,2424240,2424240,3520000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-AP720-L,"AC1200 Wave 2 Dual band indoor access points, 2x2 MU-MIMO",1790430,1790430,1721610,1721610,1721610,2530000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP2200(E),"AC1300 Wave 2 Dual band indoor access points, 2 Gigabit LAN",965700,965700,929070,929070,929070,1364000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP2200(F),"AC1300 Wave 2 Dual band indoor access points, 2 10/100M LAN",811410,811410,780330,780330,780330,1144000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP62-OD,"AX3000 Dual band outdoor access points, IP65, 160MHz",2116770,2116770,2035740,2035740,2035740,2955000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP6262(G),"AX1800 Dual band outdoor access points, IP68, Omni antennas",2586300,2586300,2486400,2486400,2486400,3608000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP52-OD,"AC1300 Dual band outdoor access points, IP65",1325340,1325340,1275390,1275390,1275390,1859000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP6202(G),"AC1300 Dual band outdoor access points, IP68",2035740,2035740,1958040,1958040,1958040,2849000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-POE-AF15,"1-port PoE adapter (1000Base-T, 52V, 15.6W)",177600,177600,169830,169830,169830,249000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-POE-AT30,"1-port PoE adapter (1000Base-T, 52V, 31.2W)",265290,265290,255300,255300,255300,373000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-POE-50-60W-MG,"1-port PoE adapter (2500Base-T, 50V, 60W)",429570,429570,412920,412920,412920,605000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-E-120(GE),"1-port PoE adapter (1000Base-T, 802.3af)",324120,324120,311910,311910,311910,457000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-E-130(GE),"1-port PoE adapter (1000Base-T, PoE+/ 802.3at)",392940,392940,378510,378510,378510,549000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP62-Wall-Lite,AX3000 Wave 2 Dual band wall-mount access point,1509600,1509600,1474080,1474080,1474080,3321000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP1200(F),"AC1300 Wave 2 Dual band wall-mount access point, 10/100M",610500,610500,587190,587190,587190,858000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP1201,"AC1300 Wave 2 Dual band wall-mount access point, Gigabit",795870,795870,765900,765900,765900,1099000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-RAP1200(P),"AC1300 Wave 2 Dual band wall-mount access point, Gigabit PoE-Out",1006770,1006770,967920,967920,967920,1419000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-NIS2100-4GT2SFP-HP,"6-Port Gigabit Industrial Switch, 2 SFP, IP40, 180W",1785990,1785990,1717170,1717170,1717170,2847000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NIS2100-8GT2SFP-HP,"10-Port Gigabit Industrial Switch, 2 SFP, IP40, 300W",2264400,2264400,2177820,2177820,2177820,3872000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NIS-PA120-54,AC/DC 120W DIN-Rail Power Supply for industrial switch,640470,640470,616050,616050,616050,1103000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-NIS-PA240-54,AC/DC 240W DIN-Rail Power Supply for industrial switch,962370,962370,925740,925740,925740,1481000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-NBS3100-8GT2SFP-P-V2,"10-Port Gigabit L2 Cloud Managed PoE+ Switch, 2 SFP, 125W",2950380,2950380,2837160,2837160,2837160,4235000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NBS3100-24GT4SFP-P-V2,"24-Port Gigabit L2 Cloud Managed PoE+ Switch, 4 SFP, 370W",5270280,5270280,5067150,5067150,5067150,7645000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NBS3100-48GT4SFP-P-V2,"48-Port Gigabit L2 Cloud Managed PoE+ Switch, 4 SFP, 370W",10153170,10153170,9763560,9763560,9763560,14630000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NBS3100-8GT2SFP,"10-Port Gigabit L2 Cloud Managed Switch, 2 SFP",1771560,1771560,1703850,1703850,1703850,2530000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NBS3100-24GT4SFP-V2,"24-Port Gigabit L2 Cloud Managed Switch, 4 SFP",2678430,2678430,2575200,2575200,2575200,3795000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NBS3200-24GT4XS-P-V2,"24-Port Gigabit L2+ Cloud Managed PoE+ Switch, 4 10G SFP+, 370W",5911860,5911860,5684310,5684310,5684310,9563000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NBS3200-48GT4XS-P-V2,"48-Port Gigabit L2+ Cloud Managed PoE+ Switch, 4 10G SFP+, 370W",11065590,11065590,10640460,10640460,10640460,17988000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NBS3200-24SFP/8GT4XS,"24-Port Gigabit L2+ Cloud Managed Switch, 24 SFP + 8 Combo, 4 10G SFP+",7894320,7894320,7591290,7591290,7591290,11613000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NBS3200-24GT4XS,"24-Port Gigabit L2+ Cloud Managed Switch, 4 10G SFP+",4120320,4120320,3962700,3962700,3962700,6076000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-NBS3200-48GT4XS,"48-Port Gigabit L2+ Cloud Managed Switch, 4 10G SFP+",6186030,6186030,5947380,5947380,5947380,9336000,,Ruijie Reyee,Ruijie Reyee Pricelist,5 Years Warranty,Ruijie
RG-ES205GC-P,"5-Port Gigabit Smart Cloud Managed PoE Switch, 1 RJ45 uplink, 54W",912420,912420,878010,878010,878010,1287000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES206GS-P,"6-Port Gigabit Smart Cloud Managed PoE Switch, 2 uplink (1 SFP), 54W",997890,997890,959040,959040,959040,1419000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES206MG-P,"6-Port 2.5Gig Smart Cloud Managed PoE Switch, 1 SFP+, 1 2.5G uplink, 70W",1496280,1496280,1425240,1425240,1425240,2200000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES207GS-HP,"4 x GE PoE++, 2 x GE RJ45, 1 x SFP, Cloud Managed Switch, 120W",1237650,1237650,1178820,1178820,1178820,3126500,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES207GS-P,"6-Port Gigabit Cloud Managed PoE Switch with 1 x SFP, 54W",840270,840270,800310,800310,800310,2497000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES207GS-LP,"4 x GE PoE+, 2 x GE RJ45, 1 x SFP, Cloud Managed Switch, 40W",658230,658230,632700,632700,632700,1831500,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES209GC-P,"9-Port Gigabit Smart Cloud Managed PoE Switch, 1 RJ45 uplink, 120W",1542900,1542900,1482960,1482960,1482960,2189000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES209MG-P,"9-Port 2.5Gig Smart Cloud Managed PoE Switch, 1 SFP+ uplink, 130W",2646240,2646240,2519700,2519700,2519700,3905000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES210GS-P,"10-Port Gigabit Smart Cloud Managed PoE Switch, 2 uplink (1 SFP), 120W",1682760,1682760,1617270,1617270,1617270,2420000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES211GS-P,"10-Port Gigabit Cloud Managed PoE Switch with 1 x SFP, 120W",1475190,1475190,1405260,1405260,1405260,3441500,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES211GS-LP,"8 x GE PoE+, 2 x GE RJ45, 1 x SFP, Cloud Managed Switch, 70W",1064490,1064490,1023420,1023420,1023420,2941500,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES220GS-LP,"20-Port Gigabit Smart Cloud Managed PoE Switch, 2 SFP, 2 RJ45 uplink, 130W",2702850,2702850,2574090,2574090,2574090,3795000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES228GS-LP,"28-Port Gigabit Smart Cloud Managed PoE Switch, 2 SFP, 2 RJ45 uplink, 250W",3653010,3653010,3478740,3478740,3478740,5005000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES220GS-P,"20-Port Gigabit Smart Cloud Managed PoE Switch, 2 SFP, 2 RJ45 uplink, 250W",3741810,3741810,3597510,3597510,3597510,5225000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES220GS-P-V2,"16 x GE PoE+, 2 x GE RJ45, 2 x SFP, Cloud Managed Switch, 250W",3741810,3741810,3597510,3597510,3597510,5225000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES228GS-P,"28-Port Gigabit Smart Cloud Managed PoE Switch, 2 SFP, 2 RJ45 uplink, 370W",5173710,5173710,4975020,4975020,4975020,7095000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES228GS-P-V2,"2 x 10/100BASE-T PoE+, 1 x RJ45 PoE-in, Unmanage PoE Extender, 30W",5173710,5173710,4975020,4975020,4975020,7205000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES205GC,"5-Port Gigabit Smart Cloud Managed Switch, 1 RJ45 uplink",388500,388500,372960,372960,372960,539000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES205GC-V2,5-Port Gigabit Cloud-Managed Switch,388500,388500,372960,372960,372960,539000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES208GC,8-Port Gigabit Smart Cloud Managed Switch,497280,497280,478410,478410,478410,688000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES208GC-V2,8-Port Gigabit Cloud Managed Switch,497280,497280,478410,478410,478410,688000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES216GC-V2,16-Port Gigabit Smart Cloud Managed Switch,1518480,1518480,1460760,1460760,1460760,2090000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES216GC2MS,16-Port Gigabit Cloud Managed Switch with 2 x 2.5G SFP+,1317570,1317570,1254300,1254300,1254300,1925000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES224GC-V2,24-Port Gigabit Smart Cloud Managed Switch,1952490,1952490,1878120,1878120,1878120,2684000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES224GC2MS,24-Port Gigabit Cloud Managed Switch with 2 x 2.5G SFP+,2015760,2015760,1901430,1901430,1901430,2794000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES207GS-AC-OD,"4 x GE PoE+, 1 x GE RJ45, 2 x SFP, Cloud Managed Switch, 60W, IP65",1579530,1579530,1504050,1504050,1504050,3700000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES207GS-PI-OD,"4 x GE PoE+, 1 x GE RJ45(802.3bt in), 2 x SFP, Cloud Managed Switch, 60W, IP65",1581750,1581750,1506270,1506270,1506270,3700000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES05F,5-Port 10/100 Mbps Desktop Plastic Switch,98790,98790,95460,95460,95460,138000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES08F,8-Port 10/100 Mbps Desktop Plastic Switch,134310,134310,128760,128760,128760,182000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES05G-L,"5-Port Gigabit unmanaged Switch, Plastic Case",206460,206460,198690,198690,198690,297000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES08G-L,"8-Port Gigabit unmanaged Switch, Plastic Case",308580,308580,296370,296370,296370,429000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES103F-P,"2 x 10/100M PoE+, 1 x RJ45 PoE in, Unmanage PoE Extender, 30W",189810,189810,185370,185370,185370,462500,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES106F-P,"6-Port 100Mbps, 4 PoE/PoE+ ports, budget 54W, Steel Case",444000,444000,426240,426240,426240,627000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES110F-P,"10-Port 100Mbps, 8 PoE/PoE+ ports, budget 110W, Steel Case",933510,933510,896880,896880,896880,1309000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES110FG-P,"8-Port 100M + 2 Uplink Gigabit, 8 PoE ports, budget 110W, Steel Case",1073370,1073370,1032300,1032300,1032300,1507000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
RG-ES110GS-P-L,"8-Port Gigabit + 1 Uplink GE + 1 SFP, 8 PoE ports, budget 120W",1316460,1316460,1265400,1265400,1265400,1848000,,Ruijie Reyee,Ruijie Reyee Pricelist,3 Years Warranty,Ruijie
